country,city,gender,ethnicity,animal_type
China,Dabagou,Female,Colville,dog
Brazil,Valença do Piauí,Male,Thai,rabbit
United States,San Diego,Male,Colville,elephant
China,Lingtou,Female,Yuman,cat
China,Samdo,Female,Bangladeshi,elephant
Brazil,Santa Maria,Male,Chilean,cat
China,Yangzhuang,Male,Houma,elephant
United States,Cincinnati,Female,Samoan,rabbit
China,Cuihuangkou,Female,White,elephant
China,Xiongbei,Male,Creek,rabbit
China,Shuangshi,Female,Argentinian,elephant
China,Fengyan,Female,Taiwanese,elephant
Brazil,Guararema,Male,Laotian,dog
China,Mazhonghe,Female,Sri Lankan,cat
China,Xiaojie,Female,Taiwanese,elephant
Brazil,Celso Ramos,Male,Puget Sound Salish,cat
China,Nancang,Male,Micronesian,cat
China,Yima,Female,Laotian,rabbit
China,Nanhai,Male,Cree,dog
China,Xinkai,Female,Puget Sound Salish,elephant
China,Anshan,Male,Polynesian,elephant
United States,Rochester,Male,Central American,rabbit
China,Laojunpo,Female,American Indian and Alaska Native (AIAN),rabbit
China,Xingtan,Female,Paiute,cat
Canada,North Bay,Female,Laotian,elephant
China,Yueyang,Male,Indonesian,rabbit
China,Nanqi,Female,Sioux,dog
United States,New York City,Male,Creek,elephant
United States,Denton,Female,Colville,horse
China,Luxi,Male,Ute,elephant
Brazil,Picos,Female,Taiwanese,horse
United States,Joliet,Female,South American,rabbit
China,Xiaoling,Male,Hmong,cat
China,Nangang,Female,Chilean,horse
China,Tangdong,Male,Asian Indian,horse
Canada,Beloeil,Male,Central American,horse
China,Santai,Female,Lumbee,elephant
China,Nanbin,Female,Chippewa,dog
China,Dahewan,Female,Venezuelan,dog
China,Liji,Female,American Indian,horse
Canada,Moosomin,Female,Polynesian,horse
China,Dashiqiao,Male,Crow,elephant
Brazil,Ibaté,Female,Shoshone,rabbit
China,Siyang,Female,Sioux,elephant
China,Miaoyu,Male,Crow,horse
Brazil,Jacutinga,Male,Creek,elephant
China,Jincun,Male,Yakama,cat
Canada,Lachute,Male,American Indian,cat
Brazil,Coxim,Male,Native Hawaiian and Other Pacific Islander (NHPI),cat
Brazil,Porteirinha,Female,Cree,dog
Brazil,Santa Rita,Female,Chamorro,cat
China,Shanshu,Female,Sioux,elephant
China,Duantan,Female,South American,dog
China,Tanqiao,Male,Polynesian,dog
China,Maqian,Male,Pima,elephant
Brazil,Marapanim,Female,Hmong,elephant
United States,Rochester,Male,Peruvian,elephant
China,Houzhai,Female,Chickasaw,elephant
Canada,Albanel,Female,Crow,cat
China,Gengwan,Male,Ute,elephant
China,Haocun,Male,American Indian,cat
China,Wuxia,Female,Cambodian,elephant
China,Kulun,Male,Thai,cat
China,Anningqu,Male,Venezuelan,rabbit
China,Gucheng,Female,Chilean,rabbit
China,Da’an,Male,Thai,horse
China,Huangbayi,Female,Chickasaw,cat
China,Shuguang,Male,Alaskan Athabascan,horse
China,Gonghe,Female,Tohono O'Odham,cat
Brazil,Angra dos Reis,Male,Black or African American,elephant
Brazil,São Luís do Quitunde,Male,Tohono O'Odham,horse
China,Sanxing,Female,Alaskan Athabascan,horse
China,Leijiadian,Female,Blackfeet,cat
China,Hongqi,Female,Cambodian,dog
China,Jiangcun,Male,Tohono O'Odham,rabbit
United States,Houston,Female,Aleut,rabbit
United States,Fort Worth,Female,Cherokee,horse
China,Yangxiang,Male,Venezuelan,horse
Brazil,Manaquiri,Male,Tohono O'Odham,cat
China,Longmenfan,Male,Paiute,dog
China,Shenkou,Female,Japanese,horse
China,Cangshi,Female,Native Hawaiian and Other Pacific Islander (NHPI),elephant
Brazil,Matão,Male,South American,cat
Brazil,Caldas Novas,Female,Polynesian,elephant
China,Huaqiu,Female,Guatemalan,cat
China,Shuangqiao,Male,Native Hawaiian and Other Pacific Islander (NHPI),cat
China,Pingshan,Male,Tongan,dog
China,Xinyi,Female,Delaware,dog
China,Long’an Chengxiangzhen,Female,Apache,cat
China,Boyu,Male,Chinese,horse
United States,Saint Louis,Female,Native Hawaiian and Other Pacific Islander (NHPI),elephant
China,Huolianpo,Male,Asian,dog
China,Shaxi,Male,American Indian,cat
China,Changting,Male,Melanesian,dog
China,Shengli,Male,Ute,horse
China,Jiamaying,Male,Peruvian,cat
China,Liuqiao,Female,Menominee,elephant
China,Wenhe,Male,Taiwanese,dog
China,Baipenzhu,Male,Cambodian,dog
China,Mengyin,Female,Polynesian,rabbit
China,Guozhai,Male,Yaqui,elephant
Brazil,Presidente Dutra,Female,Vietnamese,rabbit
China,Wuqishan,Female,Ecuadorian,cat
United States,Dallas,Male,Hmong,dog
China,Jincun,Male,Cuban,dog
China,Sandaowan,Male,Aleut,dog
China,Dianqian,Female,Tongan,rabbit
China,Liangyaping,Male,Venezuelan,horse
China,Jiatou,Male,Lumbee,horse
China,Xiaoshun,Male,Chamorro,dog
China,Changsha,Male,Seminole,rabbit
China,Luwu,Male,Dominican (Dominican Republic),horse
China,Gaotai,Male,Menominee,dog
China,Kuangshan,Male,Navajo,rabbit
China,Shaba Zhen,Female,Mexican,cat
Canada,North Saanich,Male,Puget Sound Salish,rabbit
Brazil,São José do Rio Preto,Male,Vietnamese,elephant
Brazil,Ouricuri,Female,Samoan,dog
China,Taiping,Male,South American,elephant
China,Jieshui,Female,Ute,rabbit
Brazil,Palmares,Male,Polynesian,cat
China,Haicheng,Male,Osage,cat
China,Xicheng,Male,Eskimo,elephant
China,Maodao,Male,Indonesian,horse
China,Jangdam,Female,Panamanian,elephant
China,Dainan,Female,Cree,elephant
China,Longsheng,Male,Dominican (Dominican Republic),horse
China,Huadi,Male,Pima,cat
Brazil,Itaberaba,Male,Fijian,dog
Brazil,Pôrto Barra do Ivinheima,Female,Colville,dog
China,Fengxian,Male,Sioux,dog
China,Jinshi,Male,Vietnamese,rabbit
China,Lubu,Female,Tlingit-Haida,horse
China,Shangyong,Male,Asian,rabbit
China,Miaoling,Male,Alaska Native,horse
China,Shilong,Male,Sioux,elephant
China,Shilong,Male,Shoshone,dog
China,Cuijiamatou,Female,Filipino,rabbit
Brazil,Espinosa,Female,Bangladeshi,elephant
China,Dongshandi,Female,Melanesian,dog
United States,Philadelphia,Male,Fijian,horse
China,Bohou,Male,Colville,rabbit
China,Qiulu,Female,Paiute,rabbit
United States,Washington,Female,Sri Lankan,elephant
China,Zhonghe,Male,Paraguayan,horse
China,Jiangtou,Female,Native Hawaiian,cat
China,Mintian,Male,Cambodian,dog
China,Yayao,Female,Yuman,horse
China,Shangxian,Female,Black or African American,dog
China,Hufeng,Male,Alaska Native,elephant
China,Wushan,Male,American Indian,dog
United States,Shawnee Mission,Male,Hmong,cat
China,Ma’an,Female,Eskimo,rabbit
China,Qingshui,Male,Panamanian,horse
China,Jinsheng,Female,Puerto Rican,dog
Brazil,Cabreúva,Female,Ecuadorian,horse
China,Yeyik,Male,Samoan,elephant
China,Guchang,Female,Uruguayan,cat
United States,Chicago,Female,American Indian and Alaska Native (AIAN),rabbit
China,Tangchi,Female,Bolivian,rabbit
China,Shizikeng,Female,Apache,horse
China,Huapi,Female,Alaskan Athabascan,dog
China,Tongzhong,Female,Chinese,rabbit
Brazil,Leme,Female,Tlingit-Haida,elephant
China,Jieyang,Female,Cambodian,horse
United States,Fort Wayne,Male,Cheyenne,elephant
China,Fengshan,Female,Seminole,horse
United States,Springfield,Female,Pima,horse
China,Fengtai Chengguanzhen,Female,Ute,horse
United States,Vienna,Female,Sioux,rabbit
Brazil,Araras,Male,American Indian,dog
Brazil,Suzano,Male,Creek,rabbit
China,Chendian,Female,Chickasaw,horse
China,Yishan,Male,Pima,horse
Brazil,Sapiranga,Male,Yuman,elephant
China,Wenquan,Female,Yuman,horse
China,Jining,Male,Yaqui,horse
United States,Memphis,Male,Alaska Native,horse
China,Shuangpengxi,Male,Colville,cat
Brazil,Areia Branca,Female,Houma,rabbit
China,Hebian,Male,Thai,horse
China,Songgai,Female,Iroquois,elephant
China,Ezhou,Male,Chinese,dog
China,Nanpu,Female,Taiwanese,horse
China,Xitou,Female,Pueblo,dog
China,Yun’an,Female,Colombian,horse
China,Shalang,Female,Native Hawaiian and Other Pacific Islander (NHPI),dog
China,Shanling,Male,Tongan,horse
China,Chenxikou,Female,Native Hawaiian,rabbit
Canada,Lac-Mégantic,Female,Chinese,cat
China,Xinquan,Male,Shoshone,horse
China,Yuezhao,Female,Polynesian,rabbit
China,Jinqiao,Male,Black or African American,rabbit
China,Huya,Female,Paraguayan,dog
China,Kuanghe,Male,Comanche,cat
China,Xiawa,Male,Potawatomi,elephant
Canada,Gibbons,Female,Puerto Rican,cat
China,Xiaji,Female,Indonesian,elephant
China,Fuxing,Male,Tohono O'Odham,elephant
China,Xinji,Female,Malaysian,dog
China,Shangde,Female,Panamanian,elephant
China,Shitong,Female,Tongan,cat
China,Guiwu,Female,White,cat
China,Tuoshi,Male,Yaqui,rabbit
China,Longtian,Male,Osage,elephant
Brazil,Araruama,Male,Native Hawaiian and Other Pacific Islander (NHPI),dog
China,Pingtian,Female,Ute,elephant
China,Meishan,Male,Asian,horse
Brazil,Caçapava do Sul,Female,Chamorro,elephant
United States,Kansas City,Male,Potawatomi,cat
China,Nanlang,Female,Mexican,elephant
China,Magong,Female,Samoan,elephant
Brazil,Paulista,Female,Tongan,dog
China,Hengshui,Female,Cheyenne,elephant
China,Haixing,Male,Vietnamese,dog
China,Gufeng,Female,Bangladeshi,elephant
Brazil,Correia Pinto,Female,Ottawa,rabbit
China,Zhaobei,Female,Bangladeshi,dog
United States,Las Vegas,Female,Tohono O'Odham,horse
China,Zhongxing,Male,Pima,rabbit
China,Qingyang,Male,American Indian and Alaska Native (AIAN),horse
China,Galutu,Female,Ecuadorian,rabbit
Brazil,Coronel Fabriciano,Male,Chippewa,dog
China,Hejiadong,Female,Chamorro,dog
China,Huaqiao,Male,Guatemalan,dog
China,Wulijie,Male,Taiwanese,elephant
Brazil,Angra dos Reis,Male,Sioux,dog
China,Longnan,Male,Chamorro,dog
United States,Savannah,Female,Guamanian,rabbit
China,Qiaotou,Male,Seminole,rabbit
China,Denglong,Female,Colville,dog
China,Liangwangzhuang,Female,Aleut,dog
China,Shigutang,Female,Colville,horse
China,Zhenlai,Male,Tohono O'Odham,horse
Brazil,Veranópolis,Male,Pakistani,rabbit
China,Fuxi,Male,Delaware,cat
China,Nalinggou,Male,Filipino,horse
China,Shijiang,Male,American Indian and Alaska Native (AIAN),rabbit
China,Dongyuan,Female,Asian Indian,cat
China,Shuigou’ao,Male,Panamanian,cat
China,Jun’an,Female,Black or African American,horse
China,Linshe,Female,Hmong,elephant
Canada,Saint-Joseph-de-Coleraine,Female,Hmong,cat
India,Agraharam,Female,Tohono O'Odham,cat
China,Majiao,Female,Chinese,horse
China,Caozhen,Female,Asian,dog
United States,Fort Worth,Male,Micronesian,elephant
China,Tangdukou,Male,Yuman,horse
China,Yongdong,Male,Guatemalan,dog
China,Shishan,Female,Japanese,dog
China,Helong,Female,Puerto Rican,cat
China,Xihuachi,Female,American Indian and Alaska Native (AIAN),cat
China,Longxian,Female,Nicaraguan,horse
China,Silihe,Female,Puget Sound Salish,cat
China,Kaishantun,Female,Paiute,horse
China,Xiaochuan,Female,Melanesian,elephant
China,Xinshui,Female,Ute,cat
United States,Cumming,Female,American Indian and Alaska Native (AIAN),horse
China,Hexi,Male,Menominee,cat
China,Ershilipu,Male,Seminole,cat
Canada,Summerland,Female,Chilean,cat
China,Shucheng Chengguanzhen,Male,Melanesian,cat
Brazil,Vazante,Male,Choctaw,horse
China,Fengjiang,Male,Colombian,horse
China,Zhongshan,Male,Chippewa,horse
China,Shanghu,Female,Iroquois,dog
China,Tiebiancheng,Female,Dominican (Dominican Republic),dog
China,Jiuxian,Male,Latin American Indian,cat
Brazil,Iporã,Male,Asian Indian,rabbit
China,Meizhuang,Male,Native Hawaiian and Other Pacific Islander (NHPI),dog
China,Xinxu,Male,Polynesian,rabbit
China,Mianhu,Male,Comanche,cat
China,Youfang,Male,Spaniard,horse
China,Dongming,Female,Choctaw,dog
China,Xinba,Female,Fijian,cat
China,Nanyang,Male,Hmong,rabbit
United States,Schenectady,Female,Cambodian,elephant
China,Wuci,Female,Menominee,dog
China,Xindong,Male,Houma,dog
China,Shijiazhai,Female,Laotian,rabbit
China,Shiqian,Male,Taiwanese,horse
China,Baojiadian,Female,Laotian,cat
China,Xiangzhu,Female,Crow,dog
China,Changhe,Female,Paiute,rabbit
China,Xiaohe,Male,South American,horse
Brazil,São Sepé,Male,Polynesian,horse
China,Yangdun,Female,Chinese,rabbit
Brazil,Dois Córregos,Female,Asian,cat
China,Zougang,Male,Asian Indian,horse
China,Sancha,Female,Pueblo,cat
Brazil,Boa Viagem,Female,Chippewa,dog
United States,Birmingham,Male,Yakama,horse
China,Gujun,Female,Salvadoran,rabbit
China,Danan,Male,Central American,dog
Brazil,Rio Claro,Male,Iroquois,rabbit
China,Jiru,Female,Asian,cat
China,Luorong,Female,Cambodian,rabbit
China,Dinghuo,Female,Osage,elephant
China,Haiyan,Female,Cree,rabbit
China,Zhapu,Female,Choctaw,rabbit
China,Mugan,Male,Creek,cat
China,Maxiao,Female,Costa Rican,elephant
Brazil,Araxá,Female,Sioux,rabbit
China,Lanyang,Male,Melanesian,dog
China,Changxingbao,Male,Potawatomi,dog
China,Guanqian,Male,American Indian and Alaska Native (AIAN),cat
United States,Seattle,Female,Peruvian,rabbit
China,Harbin,Male,Yuman,horse
China,Nanjing,Female,Chinese,dog
China,Dongkengkou,Male,Pueblo,cat
China,Lingbei,Male,Potawatomi,dog
China,Shixi,Female,Pakistani,dog
China,Guling,Female,Nicaraguan,horse
China,Huaihe,Male,Pakistani,dog
China,Keluke,Male,Shoshone,dog
China,Wuyao,Female,Bolivian,horse
Brazil,Itaitinga,Female,Peruvian,horse
China,Xiaojiangba,Male,Cherokee,cat
Brazil,Montenegro,Female,Tohono O'Odham,cat
China,Changzheng,Male,Honduran,cat
China,Hutou,Male,Spaniard,elephant
Brazil,Belo Jardim,Male,Crow,elephant
China,Junchuan,Male,Cheyenne,rabbit
China,Wulin,Male,Sioux,rabbit
China,Shulan,Female,Potawatomi,cat
China,Nantai,Female,Seminole,cat
China,Yuecheng,Female,Hmong,cat
United States,Saint Louis,Female,South American,rabbit
Brazil,Tupaciguara,Female,Osage,rabbit
China,Yongle,Female,Blackfeet,elephant
China,Gaojimiao,Male,Honduran,cat
China,Jiangqiao,Male,Cree,rabbit
United States,Washington,Male,Indonesian,rabbit
China,Jiuzihe,Male,Alaskan Athabascan,dog
China,Xinpu,Female,Yuman,rabbit
Brazil,Rubiataba,Male,Menominee,dog
United States,Lubbock,Female,Mexican,elephant
China,Hanfeng,Male,Puerto Rican,horse
United States,Colorado Springs,Female,Kiowa,dog
China,Qingzhou,Female,Cheyenne,dog
United States,Miami,Female,Spaniard,elephant
China,Poyang,Female,Puget Sound Salish,cat
China,Hongyanxi,Male,Tlingit-Haida,dog
China,Cairima,Female,Asian Indian,elephant
China,Taokeng,Female,Panamanian,horse
Brazil,Ilha Solteira,Female,Sri Lankan,cat
China,Xianghe,Female,Seminole,cat
Brazil,Itaúna,Male,Alaskan Athabascan,dog
China,Lühua,Female,Panamanian,elephant
Canada,Papineauville,Male,Guatemalan,rabbit
China,Quyangqiao,Female,Bolivian,rabbit
China,Quma,Male,Pakistani,dog
China,Shiyu,Female,Cheyenne,rabbit
China,Huqiu,Male,Indonesian,rabbit
China,Chenyangzhai,Male,Cree,cat
China,Jincheng,Female,Argentinian,horse
Brazil,Regente Feijó,Male,Venezuelan,elephant
China,Shizuishan,Male,Paiute,rabbit
United States,Pittsburgh,Female,Puget Sound Salish,dog
China,Shigutang,Female,Ute,dog
China,Lianhe,Male,Black or African American,cat
United States,Shawnee Mission,Male,Panamanian,dog
Brazil,Cachoeira,Female,Dominican (Dominican Republic),dog
China,Jiangkou,Female,Aleut,elephant
Brazil,Araçatuba,Female,Melanesian,dog
China,Honglu,Female,Asian Indian,elephant
China,Nanshi,Female,Aleut,rabbit
Brazil,Arapongas,Male,Kiowa,dog
China,Ping’an,Male,Guamanian,elephant
Brazil,Diamantina,Male,Kiowa,dog
China,Zhongshan,Female,Latin American Indian,rabbit
China,Xibu,Male,Black or African American,horse
China,Jiangkou,Male,Malaysian,horse
China,Yengimahalla,Male,Chickasaw,elephant
China,Jieshan,Female,Eskimo,horse
China,Zhongdeng,Male,American Indian and Alaska Native (AIAN),cat
Canada,Nicolet,Male,Bangladeshi,horse
China,Fuhai,Male,Latin American Indian,horse
China,Xihanling,Male,American Indian,dog
China,Xiaopingba,Female,Creek,horse
China,Shengao,Male,Chickasaw,elephant
China,Hele,Female,Central American,cat
Brazil,Portelândia,Female,Nicaraguan,elephant
Canada,Richmond,Male,Laotian,elephant
China,Xiongguan,Female,Blackfeet,rabbit
China,Donggong,Female,Nicaraguan,cat
China,Shinan,Female,American Indian and Alaska Native (AIAN),dog
China,Shengze,Female,Blackfeet,cat
China,Yajin,Female,Puerto Rican,horse
China,Wangcheng,Male,Uruguayan,cat
China,Shuangwang,Female,Japanese,cat
United States,Shawnee Mission,Male,Polynesian,horse
China,Zhufo,Female,Nicaraguan,cat
China,Takeshiken,Female,Puerto Rican,dog
China,Lidong,Male,Chamorro,horse
Brazil,Oriximiná,Male,Sri Lankan,dog
China,Fengniancun,Female,Polynesian,elephant
China,Huanggu,Female,Colombian,cat
Canada,Clarence-Rockland,Female,Yaqui,elephant
China,Tangkeng,Female,Shoshone,dog
Canada,Bécancour,Female,Navajo,elephant
China,Zhongchao,Female,Asian,horse
China,Dongfanghong,Female,Bangladeshi,cat
China,Binglincha,Male,American Indian and Alaska Native (AIAN),elephant
Canada,Port Moody,Female,Paraguayan,cat
China,Songjiang,Male,Tongan,rabbit
China,Huazhaizi,Male,Hmong,dog
Brazil,Mairinque,Female,Chamorro,dog
Brazil,Sirinhaém,Female,Thai,horse
China,Hebeitun,Male,Black or African American,elephant
China,Hongsihu,Male,Ecuadorian,elephant
Brazil,Uruçuca,Female,Blackfeet,cat
China,Tongjiaxi,Male,Choctaw,horse
China,Xiaheqing,Female,Costa Rican,elephant
China,Xiayang,Male,Pima,dog
China,Qiuchuan,Male,Japanese,dog
China,Qinglung,Male,Latin American Indian,rabbit
China,Fubin,Male,Pima,cat
Brazil,Nova Petrópolis,Male,Seminole,elephant
China,Ganzhou,Male,Uruguayan,elephant
China,Bailang,Female,Puerto Rican,cat
China,Zhangqiang,Male,Asian,horse
China,Wutongkou,Female,Latin American Indian,horse
China,Chengshan,Male,Yakama,dog
China,Bailu,Female,Melanesian,elephant
China,Hongkeli,Female,Crow,horse
China,Huangtan,Female,Bolivian,cat
Brazil,Passo Fundo,Male,White,dog
China,Shangganshan,Female,Cheyenne,horse
China,Zhaodong,Female,Indonesian,dog
Brazil,Itaitinga,Female,Chickasaw,horse
Canada,Amherstburg,Female,Japanese,rabbit
China,Guanzhuang,Female,Asian Indian,elephant
China,Weiyanggong,Male,Fijian,cat
China,Xijiadian,Female,Eskimo,cat
Canada,Cochrane,Female,Guamanian,elephant
China,Xijia,Female,Asian,cat
China,Heyu,Female,Polynesian,horse
China,Zhaogezhuang,Male,Micronesian,rabbit
China,Qitao,Male,Black or African American,rabbit
Canada,Marystown,Female,Indonesian,horse
China,Xuetian,Female,Cheyenne,rabbit
China,Chunxi,Female,Menominee,cat
China,Shaxi,Female,Shoshone,elephant
China,Xinjie,Male,Dominican (Dominican Republic),dog
China,Pujiang,Female,Bangladeshi,dog
China,Yingzhou,Female,Uruguayan,elephant
China,Muye,Male,Cheyenne,horse
China,Qindu,Male,Korean,cat
China,Xambabazar,Male,Alaskan Athabascan,cat
China,Dalan,Female,Dominican (Dominican Republic),horse
Brazil,Pacaembu,Female,Spaniard,horse
China,Shankeng,Female,Colombian,cat
China,Hengshan,Male,Cherokee,cat
China,Dawusu,Male,Peruvian,rabbit
China,Hanjiaji,Male,Aleut,cat
China,Dacheng,Male,Osage,elephant
China,Zhongguanyi,Female,Crow,dog
Brazil,Jacupiranga,Male,Spaniard,elephant
Brazil,Santa Maria da Vitória,Female,Honduran,rabbit
China,Dingshan,Female,Lumbee,dog
China,Bamencheng,Male,Vietnamese,elephant
China,Yancheng,Female,Chamorro,dog
Brazil,Coruripe,Male,Houma,dog
United States,Bronx,Female,Central American,rabbit
China,Zhujiaqiao,Female,Tongan,dog
China,Wuning,Male,Thai,horse
Brazil,Biguaçu,Male,Thai,dog
China,Yong’an,Male,Chickasaw,elephant
Canada,Princeton,Male,Puget Sound Salish,elephant
China,Huaniao,Female,Salvadoran,rabbit
Brazil,Tomé Açu,Male,Pima,rabbit
China,Shadili,Male,Peruvian,elephant
United States,Gainesville,Male,Korean,horse
China,Jiangzhou,Male,Vietnamese,dog
China,Siqian,Female,Blackfeet,horse
China,Xinglongjie,Male,Menominee,rabbit
China,Xiniu,Female,Pima,cat
China,Yuanba,Female,Asian Indian,dog
Brazil,Joaçaba,Male,Cheyenne,dog
China,Bayan Hot,Male,Chamorro,horse
Brazil,Bariri,Male,Samoan,elephant
United States,Santa Cruz,Female,Taiwanese,cat
